word,pos,definition
dunce,noun,"person, esp at school, who is slow to learn"
dune,noun,small hill of sand formed by the wind
dung,noun,solid waste matter from animals
dungarees,noun,"trousers with an extra piece of fabric covering the chest, held up by straps"
dungeon,noun,dark underground prison
dunk,verb,dip food into liquid before eating it
duo,noun,pair of performers
dupe,verb,trick or cheat sb
,noun,person who is duped
duplex,noun,semi-detached house
,noun,flat on two floors
duplicate,verb,make an exact copy of sth
duplicate,adjective,exactly like sth else; made as a copy of sth else
,noun,something that is exactly the same as sth else
,noun,"(of documents, etc) as two copies that are exactly the same"
durable,adjective,lasting for a long time
duration,noun,time during which sth lasts
duress,noun,threats or force
during,preposition,all through a period of time
,preposition,at some point in a period of time
dusk,noun,time just before night
dust,noun,fine dry powder of earth or other matter
,verb,"clean furniture, etc by removing dust from surfaces with a cloth"
,verb,cover sth with fine powder
,noun,container for household rubbish
,noun,"area that has no vegetation because of drought, etc"
,noun,lorry for collecting rubbish from dustbins
,noun,cloth for removing dust from furniture
,noun,loose paper cover for a book
,noun,person whose job is to empty dustbins
,noun,small flat container into which dust is swept
,noun,"large sheet for covering furniture, to protect it from dust"
,adjective,covered with dust
Dutch,adjective,of the Netherlands
,adjective,share the cost of sth
duty,noun,something that you must do
,noun,tax
,noun,"(of nurses, police officers, etc) working/not working"
,adverb,(of goods) able to be taken into a country without payment of tax
duvet,noun,large bag filled with soft feathers used as a bed covering
DVD,noun,"digital versatile disc; disk on which large amounts of information, esp photographs and video, can be stored, for use on a computer"
dwarf,noun,"person, animal or plant that is much smaller than usual"
,verb,make sb/sth seem small
dwell,verb,live somewhere
,verb,think or talk a lot about sth that it would be better to forget
dwindle,verb,"become gradually less, fewer or smaller"
dye,verb,change the colour of sth by dipping it in a liquid
,noun,"substance used to dye cloth, etc"
,adjective,totally fixed in your opinions
dyke,noun,"long wall of earth, for holding back water"
,noun,channel that carries water away from the land
dynamic,adjective,energetic and forceful
,adjective,(of a force or power) producing movement
dynamite,noun,powerful explosive
,noun,person or thing that is likely to shock or excite
,verb,blow sth up with dynamite
dynamo,noun,"machine that uses the movement of sth, eg water, to produce electricity"
dynasty,noun,series of rulers belonging to the same family
dysentery,noun,painful disease of the bowels
dyslexia,noun,abnormal difficulty in reading and spelling
E,abbreviation,East(ern)
,abbreviation,the illegal drug Ecstasy
"E, e",noun,the fifth letter of the English alphabet
,noun,number used for showing an artificial substance added to food
e-,prefix,"connected with electronic communication, esp the Internet, for sending information, doing business, etc"
each,pronoun,"used to refer to every one of two or more people or things, when you are thinking about them separately"
each other,pronoun,used as the object of a v or as a prep to show that each member of a group does sth to or for the other members
eager,adjective,wanting to have sth or to do sth very much
eagle,noun,large strong bird that eats small animals
,adjective,good at noticing small details
ear,noun,part of the body on each side of the head used for hearing
,noun,ability to recognize and copy sounds well
,noun,"top part of wheat, barley, etc that contains the seeds"
,noun,be listening with great interest
,noun,have a lot of sth to deal with
,noun,pain inside the ear
,noun,tightly stretched skin inside the ear which vibrates when sounds reach it
,noun,soft part at the bottom of the ear
,noun,piece of jewellery fastened on or in the ear
,noun,not close/close enough to hear sb/sth or be heard
earl,noun,nobleman of high rank
early,adverb,near to the beginning of sth
,adverb,before the usual or expected time
,adverb,person who gets up or arrives early
,adverb,time before which sth cannot happen
,adverb,as soon as possible
,noun,thing that tells you that sth dangerous is going to happen
earmark,verb,decide sth will be used for a special purpose
earn,verb,get money by working
,verb,get sth you deserve because of sth good you have done
earnest,adjective,serious and sincere
,noun,serious(ly)
earth,noun,the world; the planet we live on
,noun,the surface of the world; land
,noun,soil
,noun,"hole where an animal, esp a fox, lives"
,noun,wire for electrical contact with the ground
,noun,"charge, etc a lot of money"
,noun,used to emphasize the question
,verb,通常用被动语态/
,verb,make electrical equipment safe by connecting it to the ground with a wire
,adjective,of this world; not spiritual
,adjective,possible
,noun,sudden violent movement of the earth's surface
,noun,worm that lives in the soil
,adjective,"connected with the body, sex, etc, in a way some people find rude"
,adjective,of or like soil
earthenware,adjective,"(bowls, etc) made of very hard baked clay"
ease,noun,lack of difficulty
,noun,comfort
,noun,comfortable and relaxed
,verb,"become or make sth less unpleasant, painful, severe, etc"
,verb,move sb/sth slowly and carefully
,verb,become less intense or severe
easel,noun,wooden frame to hold a picture while it is being painted
east,noun,direction you look towards to see the sun rise; one of the four main points of a compass
,noun,"eastern part of a country, region or city"
,noun,"countries of Asia, esp China, Japan and India"
,adverb,in or towards the east
,adverb,(of winds) blowing from the east
,adjective,travelling towards the east
,adjective,in or towards the east
,adjective,(of winds) blowing from the east
,adjective,situated in the east or facing east
,adjective,towards the east
Easter,noun,day when Christians celebrate the resurrection of Christ
easy,adjective,not difficult
,adjective,"free from anxiety, pain or trouble"
,adverb,be less severe with sb
,adverb,used to tell sb not to use too much of sth
,adverb,relax and not work too hard
,noun,large comfortable armchair
,adjective,relaxed and happy to accept things without worrying
eat,verb,put food into your mouth and swallow it
,verb,have a meal
,verb,used to compare two things and say that one of them is better
,verb,admit that you were wrong
,verb,destroy sth gradually
,verb,"use up money, time, etc"
,verb,destroy or damage the surface of sth
eaves,noun,overhanging edges of a roof
eavesdrop,verb,listen secretly to a private conversation
ebb,verb,(of the tide in the sea) move away from the land
,verb,become less or weaker
,noun,flowing out of the tide
ebony,noun,hard black wood
,adjective,black in colour
eccentric,adjective,considered by other people to be strange or unusual
ecclesiastical,adjective,of the Christian Church
echo,noun,sound reflected off a surface so that it seems to be repeated
,verb,be sent back as an echo
,verb,repeat or agree with sb's words
eclair,noun,long thin cream-filled cake with chocolate on top
eclipse,noun,(of the sun) blocking of the sun's light by the moon
,noun,(of the moon) blocking of the moon's light when the earth's shadow falls on the moon
,verb,make sb/sth seem less important by comparison
eco-,prefix,构成名词、形容词和副词/
,prefix,connected with the environment
